0,1,2,3,etiqueta
1,20.495223062126847,11.589606289670956,4.0,clase1
1,16.7137281242097,6.325131534737519,4.0,clase1
1,21.637139134624267,4.065974702795588,4.0,clase1
1,17.62049001027295,9.97229400616377,4.0,clase1
1,22.686566038826804,8.09029811358938,4.0,clase1
1,31.220747464016423,11.962892736381734,4.0,clase1
1,29.800766689322547,12.940038334466127,4.0,clase1
1,11.237914046088036,3.214122641479233,4.0,clase1
1,24.88342061416497,12.388342061416497,4.0,clase1
1,15.899174185465704,11.0,4.0,clase1
1,26.6413690439858,11.0,4.0,clase1
1,24.658644023907588,5.951234860558227,4.0,clase1
1,21.526812706439785,8.52634063532199,4.0,clase1
1,30.57365304758088,4.135842566897059,4.0,clase1
1,15.08656214234464,12.0,4.0,clase1
1,28.846053969444636,9.948684656481545,4.0,clase1
1,24.13464585048133,5.625459326213397,4.0,clase1
1,12.91259703134893,12.0,4.0,clase1
1,27.93255466252268,3.5810636196396173,4.0,clase1
1,25.75406032105072,11.702574301002414,4.0,clase1
1,11.74549557167542,2.677723246977655,4.0,clase1
1,30.53378852260344,11.780068278390516,4.0,clase1
1,14.328979847658704,4.665795969531741,4.0,clase1
1,20.5030451653374,3.5474740397458384,4.0,clase1
1,17.504716153581622,11.309748388265792,4.0,clase1
1,21.51337656482903,4.0,4.0,clase1
1,31.759923999772457,11.903969599908985,4.0,clase1
1,11.452069342882524,12.630125083096116,4.0,clase1
1,31.548057128512617,3.0215210891184467,4.0,clase1
1,14.203187879268416,4.0,4.0,clase1
1,19.19534939640095,11.097674698200477,4.0,clase1
1,24.46537026633,5.358791892079524,4.0,clase1
1,18.48068321930688,9.424892041772738,4.0,clase1
1,21.701579342451755,7.9616039347710945,4.0,clase1
1,18.950873647363984,4.621386969173144,4.0,clase1
1,17.697453662785982,6.981527802328411,4.0,clase1
1,20.393108694869333,5.364134783078399,4.0,clase1
1,20.290735259127157,11.844612296284286,4.0,clase1
1,28.19698047340507,11.456711496200723,4.0,clase1
1,11.67800139804167,4.123272981462122,4.0,clase1
1,11.20979670415174,5.083918681660696,4.0,clase1
1,13.754774984911997,11.4735675045264,4.0,clase1
1,18.09660251946621,12.0,4.0,clase1
1,16.17184340555346,9.582815659444654,4.0,clase1
1,21.80360538772642,5.456627801753369,4.0,clase1
1,11.722743829289096,4.034416372823291,4.0,clase1
1,14.449794365721342,4.344979436572134,4.0,clase1
1,18.803907605417145,11.371614647877006,4.0,clase1
1,19.2426368114811,8.570026059329733,4.0,clase1
1,21.11972068025637,4.080025392703966,4.0,clase1
1,11.704251956707315,11.859149608658536,4.0,clase1
1,13.889728929893142,4.737297370009714,4.0,clase1
1,17.384067398363236,3.783987162216527,4.0,clase1
1,24.382525789059954,11.044864349095796,4.0,clase1
1,28.81262501841604,11.521893752762406,4.0,clase1
1,13.808945135498282,4.983130797424399,4.0,clase1
1,29.710152138380156,2.228984786161985,4.0,clase1
1,16.209393018735206,7.474364188758876,4.0,clase1
1,20.75176487979818,10.51241175601009,4.0,clase1
1,27.3036811821942,11.416370712978033,4.0,clase1
1,11.260141101244292,11.71384478863128,4.0,clase1
1,16.151325691157858,3.830265138231572,4.0,clase1
1,15.64284827988212,12.0,4.0,clase1
1,24.42218265625164,6.886787559523187,4.0,clase1
1,26.906265633658258,5.490626563365826,4.0,clase1
1,16.52163999780572,5.643508000658283,4.0,clase1
1,13.971225841261043,12.0,4.0,clase1
1,14.394356645164311,8.036613987098587,4.0,clase1
1,16.936474485111994,11.07935899729309,4.0,clase1
1,13.154651956049594,1.6463955868148783,4.0,clase1
1,11.29817752553939,6.891571808894767,4.0,clase1
1,15.814422452495078,8.370095716746555,4.0,clase1
1,18.73387846847045,7.773387846847045,4.0,clase1
1,30.325330042275983,7.142035780573477,4.0,clase1
1,22.23085947344133,5.465197167931365,4.0,clase1
1,27.2748984109125,10.774995162424403,4.0,clase1
1,19.153454861461817,7.329558531846233,4.0,clase1
1,14.556477193627016,5.0,4.0,clase1
1,13.942946462540824,8.662297062481443,4.0,clase1
1,19.001717743360373,10.667811828906917,4.0,clase1
1,21.17666606477816,9.835333212955632,4.0,clase1
1,23.571179043139608,6.371528382744157,4.0,clase1
1,21.685301585320524,9.982352229969472,4.0,clase1
1,22.206767565449304,5.12067675654493,4.0,clase1
1,15.15251505047566,5.754245484857302,4.0,clase1
1,28.675861695100963,12.0,4.0,clase1
1,19.905692306532025,6.809608391502912,4.0,clase1
1,28.213020654587524,4.901661748907732,4.0,clase1
1,18.238438951038823,6.104624419584471,4.0,clase1
1,15.162716019175814,8.669827184659347,4.0,clase1
1,18.031157094801934,4.593768581039613,4.0,clase1
1,19.449083277435207,4.463803040466326,4.0,clase1
1,19.516128069593577,5.248387193040642,4.0,clase1
1,20.90108123073214,4.900098293702922,4.0,clase1
1,14.279630656912238,4.0,4.0,clase1
1,18.378116771995742,6.349832494945799,4.0,clase1
1,15.87848675197993,11.0,4.0,clase1
1,15.637808447801444,7.23360750915684,4.0,clase1
1,22.40953585808541,7.684291136138434,4.0,clase1
1,13.71058850343268,6.6127730709381884,4.0,clase1
1,14.647278427363002,9.010575403256544,4.0,clase1
1,16.478712923664897,6.49419443372679,4.0,clase1
1,20.264855136312875,4.419663979380376,4.0,clase1
1,22.95637726740042,7.445189612418887,4.0,clase1
1,19.722811368922905,5.13527878317964,4.0,clase1
1,30.063641631201865,5.553245248228039,4.0,clase1
1,11.220375046323372,4.989505950175078,4.0,clase1
1,15.226393078336567,8.339620324035428,4.0,clase1
1,14.814219637016746,11.0,4.0,clase1
1,11.0,10.607420555917502,4.0,clase1
1,12.424948447303946,7.712474223651973,4.0,clase1
1,15.777465457406713,7.866479274444028,4.0,clase1
1,11.0,4.235323372598061,4.0,clase1
1,17.79736848634196,5.562105210926432,4.0,clase1
1,30.726024748098908,11.939334511814234,4.0,clase1
1,20.274205341332937,10.145158931733413,4.0,clase1
1,13.292379164489317,8.374805682412005,4.0,clase1
1,15.0028434483735,12.0,4.0,clase1
1,11.0,4.0,4.0,clase1
1,17.251921331976824,9.001537065581461,4.0,clase1
1,22.45570721031895,5.954429278968105,4.0,clase1
1,11.92945944913018,9.71783779652072,4.0,clase1
1,15.439369206702724,5.211398533652511,4.0,clase1
1,14.639600135238464,4.346628584308425,4.0,clase1
1,16.712399316471895,5.571239931647189,4.0,clase1
1,17.20490338065689,6.219264492901466,4.0,clase1
1,14.228494002322076,5.665725899651688,4.0,clase1
1,19.46681623526796,4.035048359140012,4.0,clase1
1,16.917887456061624,10.224633763181512,4.0,clase1
1,15.425566601773564,4.0,4.0,clase1
1,20.198965946361614,11.0,4.0,clase1
1,15.245501254385076,12.0,4.0,clase1
1,21.360729076173893,4.986736102492752,4.0,clase1
1,17.562252449069653,4.0,4.0,clase1
1,15.010703908514143,6.4037463679799504,4.0,clase1
1,13.107037493296543,6.899664881271593,4.0,clase1
1,28.128869094273615,8.430669635858958,4.0,clase1
1,18.983663795036374,5.206534481985448,4.0,clase1
1,28.794380597706,11.084108742201714,4.0,clase1
1,15.528398341594382,7.6227186732755055,4.0,clase1
1,31.097111375787595,9.828021214435733,4.0,clase1
1,20.338935830687277,6.0,4.0,clase1
1,11.0,10.555367225352605,4.0,clase1
1,23.71858263428117,8.815574790284352,4.0,clase1
1,21.478411330070216,6.991775744788654,4.0,clase1
1,20.56807395550145,11.043192604449857,4.0,clase1
1,11.0,5.5426341327093445,4.0,clase1
1,15.20106725420614,4.0,4.0,clase1
1,18.05453752737549,11.34545278386122,4.0,clase1
1,20.02758530095633,5.291724409713101,4.0,clase1
1,11.880586549418036,9.238826901163923,4.0,clase1
1,11.865079686269125,4.086507968626912,4.0,clase1
1,14.428312634664028,9.943012419201583,4.0,clase1
1,18.762374759474152,3.411340865358937,4.0,clase1
1,19.12293960079089,3.0462037815305854,4.0,clase1
1,17.50027393469568,8.868464305478266,4.0,clase1
1,31.23838432478262,5.963732586894411,4.0,clase1
1,20.27958457395281,6.0,4.0,clase1
1,24.94099721206602,6.0,4.0,clase1
1,26.942931643385908,4.759187221113614,4.0,clase1
1,21.8216632873853,8.9080962036042,4.0,clase1
1,22.45313230313772,5.81845098987853,4.0,clase1
1,20.66711501624264,11.766980511369844,4.0,clase1
1,29.40755912797844,11.01240347732512,4.0,clase1
1,11.0,9.0,4.0,clase1
1,11.84465825343533,4.155341746564671,4.0,clase1
1,13.46957890453576,11.882401004545915,4.0,clase1
1,26.138864674485365,2.116406728669454,4.0,clase1
1,16.210548567831836,1.210527428391592,4.0,clase1
1,18.51940946526248,6.531338570718199,4.0,clase1
1,20.183976816331167,11.0,4.0,clase1
1,12.291488327820344,12.06149944418192,4.0,clase1
1,15.643320309694191,6.0,4.0,clase1
1,14.390651696228396,12.0,4.0,clase1
1,11.0,10.841396025813868,4.0,clase1
1,18.07611736981518,8.415223473963035,4.0,clase1
1,27.63915908304632,10.0,4.0,clase1
1,14.04996649852507,10.323678920819749,4.0,clase1
1,15.936479839143392,5.819056048256982,4.0,clase1
1,31.61194120675865,4.036957980308699,4.0,clase1
1,11.991654167967829,3.0,4.0,clase1
1,21.61719313097619,10.98883874943084,4.0,clase1
1,11.216780579027697,10.04335611580554,4.0,clase1
1,21.743985236662333,5.023236689205937,4.0,clase1
1,22.08607792578836,5.888366109373647,4.0,clase1
1,11.824482090811491,5.247344627243447,4.0,clase1
1,18.143223620473908,5.360614022947411,4.0,clase1
1,19.221446612627105,7.067132032423736,4.0,clase1
1,12.631258285441668,12.0,4.0,clase1
1,11.785534751379103,10.371572198896718,4.0,clase1
1,24.86266138137755,6.7189861404276,4.0,clase1
1,28.75095923328837,11.0,4.0,clase1
1,19.680964847080475,11.413379278432403,4.0,clase1
1,17.312701064354506,10.496975937058451,4.0,clase1
1,20.279197255604995,4.0,4.0,clase1
1,12.296763231073491,10.752997479795525,4.0,clase1
1,15.647451943749438,6.55738552916672,4.0,clase1
1,12.526009712923775,5.457802913877132,4.0,clase1
1,28.28308657592498,1.5309876320107172,4.0,clase1
1,11.0,9.08121779091238,4.0,clase1
1,26.22244526212557,5.724878345815504,4.0,clase1
1,12.139220639656148,4.896434487303987,4.0,clase1
1,31.750924975760224,11.0,4.0,clase1
1,26.420804785391503,9.8841609570783,4.0,clase1
1,14.73747863612903,7.747495727225806,4.0,clase1
1,13.360716145544815,9.727856770891036,4.0,clase1
1,22.33445175087058,12.0,4.0,clase1
1,14.97626783585199,10.485231300627811,4.0,clase1
1,13.036880918428867,11.806011341102012,4.0,clase1
1,28.22456917476425,4.0,4.0,clase1
1,16.65361441722386,9.0,4.0,clase1
1,11.900699907980874,5.5731726687151015,4.0,clase1
1,13.26167849839349,12.0,4.0,clase1
1,28.774198534026358,10.76570510884488,4.0,clase1
1,12.313640973034886,4.0627281946069775,4.0,clase1
1,20.97516893481369,4.0,4.0,clase1
1,23.2356447565345,11.582649750311166,4.0,clase1
1,13.664609049470894,11.242237186315537,4.0,clase1
1,16.597635259845333,3.266554059992635,4.0,clase1
1,18.426524143764745,5.371326207188237,4.0,clase1
1,22.52847468231069,12.548974984871938,4.0,clase1
1,13.260448419547844,5.892359599069151,4.0,clase1
1,16.01607395022667,2.204822185068001,4.0,clase1
1,15.437787137222482,12.0,4.0,clase1
1,20.35477687189044,3.781862261312465,4.0,clase1
1,22.435415649776555,2.6336308071109364,4.0,clase1
1,12.457407531385382,6.020185271969767,4.0,clase1
1,14.448668327889951,6.507333096015722,4.0,clase1
1,11.0,6.919745002659493,4.0,clase1
1,12.645456249115629,11.064545624911563,4.0,clase1
1,12.88597050789004,4.449040597116676,4.0,clase1
1,13.453984152252426,12.0,4.0,clase1
1,25.38514817272989,4.314992944155719,4.0,clase1
1,12.65841191576719,6.834158808423281,4.0,clase1
1,19.13201069540007,4.962228164111151,4.0,clase1
1,19.2582074166721,4.0,4.0,clase1
1,13.17973189760868,4.0,4.0,clase1
1,25.51491988998778,8.648508011001223,4.0,clase1
1,23.075101637858225,12.0,4.0,clase1
1,16.37457167654167,12.0,4.0,clase1
1,20.96015474049233,4.661719710595788,4.0,clase1
1,14.791868397558853,8.723576544344933,4.0,clase1
1,26.623687954785886,6.25601485929591,4.0,clase1
1,21.45508283500203,3.502138912618951,4.0,clase1
1,25.65874502439837,6.335313743900407,4.0,clase1
1,11.58822266393953,11.57220169895307,4.0,clase1
1,14.423284107952322,3.836986471049889,4.0,clase1
1,30.8289835038782,4.390338832040599,4.0,clase1
1,31.39421992207892,9.909132988311836,4.0,clase1
1,14.987783824440656,6.900206417775022,4.0,clase1
1,17.87682749979864,7.874169318273346,4.0,clase1
1,21.65504901284885,11.492616713673865,4.0,clase1
1,29.327759217993144,5.763497366287673,4.0,clase1
1,25.93465472343725,2.393465472343725,4.0,clase1
1,22.809207598406708,5.936402532802235,4.0,clase1
1,11.0,9.184878013198308,4.0,clase1
1,31.282454845765248,10.068337633736643,4.0,clase1
1,17.48481666465237,9.187853331721897,4.0,clase1
1,25.464891161994625,4.0,4.0,clase1
1,25.427176676914023,10.442717667691404,4.0,clase1
1,12.0,12.590359928483744,4.0,clase1
1,28.616473492234764,7.357528976164785,4.0,clase1
1,11.08287898049852,4.663031843988151,4.0,clase1
1,24.314333484190605,4.0,4.0,clase1
1,16.874872799684006,7.0,4.0,clase1
1,28.879191511391294,5.256950359855071,4.0,clase1
1,28.298181270903758,9.352554164675832,4.0,clase1
1,11.027620613955609,11.982423245664611,4.0,clase1
1,24.66670887002114,9.266658225995773,4.0,clase1
1,14.769280215181157,4.0,4.0,clase1
1,16.914126016870572,4.0,4.0,clase1
1,17.135304254909926,11.0,4.0,clase1
1,25.722507422912464,5.195712871826197,4.0,clase1
1,14.479651817488255,9.840116060837248,4.0,clase1
1,31.503110168856345,12.976338579469347,4.0,clase1
1,14.018708932442818,7.886903747290027,4.0,clase1
1,13.987608143698395,9.827194077310256,4.0,clase1
1,27.533837038769835,4.4466162961230165,4.0,clase1
1,12.56403880494037,4.0,4.0,clase1
1,11.0,11.361775937622074,4.0,clase1
1,25.516506631039206,5.92621333842297,4.0,clase1
1,23.15782439124904,8.094761463062836,4.0,clase1
1,11.0,8.49050815801941,4.0,clase1
1,13.731324813332058,3.609810740952563,4.0,clase1
1,29.364801506377116,1.1254856425534707,4.0,clase1
1,28.229600071672184,9.461371438810312,4.0,clase1
1,15.4069989453804,4.19872746447629,4.0,clase1
1,14.131852705307754,6.0,4.0,clase1
1,13.82999090602861,4.808568830293889,4.0,clase1
1,20.581240418931813,4.0,4.0,clase1
1,30.01479974431627,2.810933308982502,4.0,clase1
1,16.604765474748014,11.019048268136002,4.0,clase1
1,29.53888105614306,11.765607719632673,4.0,clase1
1,11.35343245120132,11.752597284159076,4.0,clase1
1,11.721682279637546,5.868785040065901,4.0,clase1
1,30.60142455803285,3.266395322279457,4.0,clase1
1,21.6662881250556,3.492081517854495,4.0,clase1
1,22.630993987939892,10.23810399746103,4.0,clase1
1,30.91091697746869,8.004454151126566,4.0,clase1
1,18.332633487256626,10.399580092353972,4.0,clase1
1,29.349277642537,2.74755025167019,4.0,clase1
1,21.13400702938071,3.7402021088142137,4.0,clase1
1,12.232720141934475,4.109448127741027,4.0,clase1
1,13.439045171704354,12.0,4.0,clase1
1,12.512617086337864,9.899914846299732,4.0,clase1
1,21.86309439986548,10.069160838069616,4.0,clase1
1,30.03095951663737,4.0,4.0,clase1
1,18.114706273838745,4.711470627383874,4.0,clase1
1,17.757233826218563,5.324276617378144,4.0,clase1
1,26.869878755924077,8.03253031101898,4.0,clase1
1,27.678889986616863,4.667888998661686,4.0,clase1
1,19.489931269733976,3.5755034365133014,4.0,clase1
1,14.54436325648222,8.413535142490122,4.0,clase1
1,28.10882277776881,11.221764555553763,4.0,clase1
1,27.488684936574405,7.646605480972321,4.0,clase1
1,20.01051459930098,9.421606031542156,4.0,clase1
1,17.666931658575457,9.0,4.0,clase1
1,22.723460297914645,2.674780042559235,4.0,clase1
1,20.260581314364966,11.118039874822385,4.0,clase1
1,21.559415872453272,5.280371717529737,4.0,clase1
1,14.9481152155473,5.2821608699004905,4.0,clase1
1,24.482331585457004,11.0,4.0,clase1
1,12.682707150519525,4.5048121451558565,4.0,clase1
1,20.41862536873183,9.82558761061955,4.0,clase1
1,23.28018990593198,12.0,4.0,clase1
1,11.0,5.1834990499191305,4.0,clase1
1,16.849478349068544,7.454843504720563,4.0,clase1
1,12.579163443246042,7.321757468470023,4.0,clase1
1,19.06033810802398,6.137935921437105,4.0,clase1
1,23.82880980849916,3.3891042948333734,4.0,clase1
1,21.529510379939182,11.49859474381242,4.0,clase1
1,13.97470988954318,7.48735494477159,4.0,clase1
1,20.755066830142617,2.536739975478607,4.0,clase1
1,30.29718408883054,9.24325941588135,4.0,clase1
1,18.578514281549705,7.136777142232456,4.0,clase1
1,20.093740630836013,4.566964731864951,4.0,clase1
1,22.633385659303,5.446029254318905,4.0,clase1
1,11.0,5.052619028028463,4.0,clase1
1,11.0,9.99374500287712,4.0,clase1
1,31.107757239999238,4.133836414000115,4.0,clase1
1,12.691843841677192,4.0,4.0,clase1
1,25.20652837104934,5.0,4.0,clase1
1,16.09334707158601,9.7640020607379,4.0,clase1
1,11.438171808760156,4.876343617520314,4.0,clase1
1,29.562975756021395,10.88395122647721,4.0,clase1
1,20.41792367076349,4.407453430465559,4.0,clase1
1,20.139087830933853,10.305583975847693,4.0,clase1
1,24.71317270720799,10.113951812162396,4.0,clase1
1,16.495450967874493,12.500505448013945,4.0,clase1
1,12.97102983548614,9.281575690783734,4.0,clase1
1,15.651311511003524,5.15430699799936,4.0,clase1
1,27.98644767791645,12.0,4.0,clase1
1,22.630067500442365,3.4184966249778816,4.0,clase1
1,21.739648298509263,4.047336672998315,4.0,clase1
1,18.95846396821757,8.418691214302093,4.0,clase1
1,27.583475952538816,8.948446655366386,4.0,clase1
1,16.85007732855704,11.531825211687003,4.0,clase1
1,12.752561504543076,6.115266411981958,4.0,clase1
1,14.641906994509757,8.396286049176464,4.0,clase1
1,27.868249434754052,8.626350113049188,4.0,clase1
1,12.530949087751235,2.278354379591134,4.0,clase1
1,13.776029653362736,6.766564324867195,4.0,clase1
1,22.31382823284295,5.031382823284295,4.0,clase1
1,20.80649007131696,1.8680072208603933,4.0,clase1
1,25.579557935004704,4.0,4.0,clase1
1,23.19396213933681,4.419335136222056,4.0,clase1
1,19.67440640322103,5.192167747029365,4.0,clase1
1,24.83241075510852,12.34131377356626,4.0,clase1
1,17.59701688865671,4.0,4.0,clase1
1,19.354946942162677,3.60214538370654,4.0,clase1
1,22.250699760796845,4.0,4.0,clase1
1,28.36333733486639,10.61460469899672,4.0,clase1
1,20.682868259605257,4.880260750873205,4.0,clase1
1,21.85775655329489,7.257326965988468,4.0,clase1
1,16.863907810383843,6.8830651789745065,4.0,clase1
1,11.327248395096206,5.967275160490379,4.0,clase1
1,20.76783180079285,5.907132720317141,4.0,clase1
1,18.767738237054044,10.587683956899266,4.0,clase1
1,13.819474825247882,9.693156961160824,4.0,clase1
1,13.629381261115626,4.500834525926786,4.0,clase1
1,19.377028660966403,3.797812253425372,4.0,clase1
1,13.944898841370009,6.874026535417277,4.0,clase1
1,25.604767076629784,12.0,4.0,clase1
1,18.522044705691453,5.845599786252448,4.0,clase1
1,16.139609874354612,8.10227308795177,4.0,clase1
1,28.132270940766062,9.996294829268123,4.0,clase1
1,19.30689662057957,4.0,4.0,clase1
1,19.65856166233145,2.7630626196669352,4.0,clase1
1,12.18939103969376,8.89478275572569,4.0,clase1
1,12.929363751765417,4.0,4.0,clase1
1,21.425367906305613,5.496446090776458,4.0,clase1
1,27.79523400527556,5.0,4.0,clase1
1,20.879927658415937,7.036021702475218,4.0,clase1
1,20.414030988760818,6.579298450561959,4.0,clase1
1,11.0,11.25351785598285,4.0,clase1
1,19.951715647682377,11.57372782630084,4.0,clase1
1,20.137037047705103,4.0,4.0,clase1
1,21.640187055078435,8.339953236230391,4.0,clase1
1,18.49188087396317,11.250811912603684,4.0,clase1
1,21.935930792875144,11.503203460356245,4.0,clase1
1,16.076938295661428,10.523081488698429,4.0,clase1
1,16.09657260948417,8.43239917336108,4.0,clase1
1,17.263975315832923,10.210292766904878,4.0,clase1
1,12.085947852311918,5.7601634966183415,4.0,clase1
1,29.39079516976052,4.372743547177069,4.0,clase1
1,28.59921194158469,7.747285467535231,4.0,clase1
1,16.558204088324235,10.411941689050218,4.0,clase1
1,21.192504026785137,11.485357334608816,4.0,clase1
1,15.833725644735852,12.0,4.0,clase1
1,23.60136861786664,7.799543794044455,4.0,clase1
1,17.566756842237638,9.178845263242136,4.0,clase1
1,12.073553097692958,12.0,4.0,clase1
1,19.627865064040567,8.408799493907548,4.0,clase1
1,11.628740278769094,12.029940013274718,4.0,clase1
1,13.869438029134043,5.143471901456702,4.0,clase1
1,14.621196289025324,9.58248806422785,4.0,clase1
1,18.344408302734585,8.398934914806587,4.0,clase1
1,12.7961701743887,3.0884633527098555,4.0,clase1
1,20.01115819590657,5.265626602604909,4.0,clase1
1,13.27027768715736,2.783783077413585,4.0,clase1
1,17.76402526129997,11.576402526129996,4.0,clase1
1,15.694234680704104,4.71975417798979,4.0,clase1
1,28.958807861570868,9.43445601977559,4.0,clase1
1,22.900388891507745,4.0,4.0,clase1
1,13.55800332548809,8.383700498823213,4.0,clase1
1,14.46945960355816,6.306108079288368,4.0,clase1
1,11.359543589327474,4.261486246783618,4.0,clase1
1,11.0,6.937478718696863,4.0,clase1
1,12.206449877334936,5.758710024533013,4.0,clase1
1,14.755993189529388,7.390177484245973,4.0,clase1
1,19.14517574931356,9.429035149862711,4.0,clase1
1,24.66520297228525,4.650723951061202,4.0,clase1
1,17.931995208902876,6.588730321607261,4.0,clase1
1,21.580238655702797,7.015283553467199,4.0,clase1
1,22.347797229437795,4.0,4.0,clase1
1,24.39465741335722,4.0,4.0,clase1
1,11.125511442839215,11.920129081829591,4.0,clase1
1,13.277755160115111,10.343450792643551,4.0,clase1
1,24.1146406149675,8.371546871655832,4.0,clase1
1,20.058440717488764,9.843228400597912,4.0,clase1
1,18.390543651536397,10.703861300146324,4.0,clase1
1,20.452298140279304,3.703500845327589,4.0,clase1
1,21.08777593793218,4.0,4.0,clase1
1,18.84804596841496,3.260781612634017,4.0,clase1
1,29.0249076159022,11.09875461920489,4.0,clase1
1,11.256991445005614,5.953274282726252,4.0,clase1
1,21.11812374644821,11.481815416497534,4.0,clase1
1,14.128499439221867,6.275272319434086,4.0,clase1
1,14.557591237328609,3.676582614788309,4.0,clase1
1,15.85844136721902,10.028311726556195,4.0,clase1
1,16.428892587831022,3.085778517566204,4.0,clase1
1,11.33748610211962,5.983929233232399,4.0,clase1
1,11.55264329881481,11.789469219499122,4.0,clase1
1,11.964223156855349,3.788909855608922,4.0,clase1
1,19.67498322108624,12.0,4.0,clase1
1,13.81130054254927,12.140565027127463,4.0,clase1
1,11.845260534068672,7.161002006489271,4.0,clase1
1,16.608207496092856,5.439179250390715,4.0,clase1
1,11.00696868711766,9.027874748470644,4.0,clase1
1,16.62639674743068,2.465528159791633,4.0,clase1
1,19.14977403478358,9.671493132918975,4.0,clase1
1,29.477076335800977,5.879860777895285,4.0,clase1
1,31.322070557521588,8.129129417614935,4.0,clase1
1,14.082042403920388,9.82588860803033,4.0,clase1
1,18.19435945167124,5.238871890334247,4.0,clase1
1,12.40401408950896,5.6170870664975565,4.0,clase1
1,14.566014093961558,4.027450701646848,4.0,clase1
1,11.0,10.86782559882355,4.0,clase1
1,15.167894525433717,3.0,4.0,clase1
1,21.0804723603572,6.0,4.0,clase1
1,17.689830804852928,4.0,4.0,clase1
1,11.99143671053181,6.017126578936381,4.0,clase1
1,13.33095536539809,7.94047483390996,4.0,clase1
1,14.086734598633834,12.0,4.0,clase1
1,11.567659936310058,8.594040382139653,4.0,clase1
1,31.24732716977797,12.0,4.0,clase1
1,28.066842799088548,5.49834560034722,4.0,clase1
1,13.69653744352555,5.32138502258978,4.0,clase1
1,13.999638796976214,10.222182088552913,4.0,clase1
1,31.00309209419231,9.857584584884616,4.0,clase1
1,25.547991338338424,6.147791297191911,4.0,clase1
1,26.32896928329441,5.430441735730968,4.0,clase1
1,14.54031649943992,12.83141350002667,4.0,clase1
1,21.16458289184341,3.151894019664834,4.0,clase1
1,11.185076820899477,4.555230462698429,4.0,clase1
1,17.855236258692045,7.014373630042147,4.0,clase1
1,30.05046219203111,12.0,4.0,clase1
1,16.38613788406763,4.461386211593237,4.0,clase1
1,24.709298997490524,2.305647523570526,4.0,clase1
1,22.29368214092645,4.462205612336836,4.0,clase1
1,18.30734961962314,10.695938059011729,4.0,clase1
1,26.58379032309364,8.92972835303292,4.0,clase1
1,20.919798270310245,10.9447426924105,4.0,clase1
1,19.906782900920703,5.7813565801841404,4.0,clase1
1,18.74973074793272,3.6309652024793935,4.0,clase1
1,24.02096012334254,7.604192024668508,4.0,clase1
1,19.08821931042011,3.7941220062490606,4.0,clase1
1,13.154930606581132,4.3232395909871695,4.0,clase1
1,13.092930496587693,10.209293049658768,4.0,clase1
1,24.961421101968632,6.906919652009906,4.0,clase1
1,11.0,12.0,4.0,clase1
1,29.732952109551583,6.0,4.0,clase1
1,12.03208173127515,6.998395913436243,4.0,clase1
1,15.540113944240872,3.0,4.0,clase1
1,15.001544112378223,10.799536766286533,4.0,clase1
1,29.314210322369117,5.895263225876962,4.0,clase1
1,28.409952576874595,11.09348340190611,4.0,clase1
1,16.22875809690295,7.816993522477638,4.0,clase1
1,31.479044633069154,5.975192601574721,4.0,clase1
1,14.998114267816137,3.903863937055302,4.0,clase1
1,29.44547464529414,10.595011054911778,4.0,clase1
1,25.765864668120926,10.593727174464671,4.0,clase1
1,11.026317590187857,5.9473648196242905,4.0,clase1
1,18.13704191015496,4.053534024503193,4.0,clase1
1,13.025296496487517,12.0,4.0,clase1
1,14.94024375405355,5.576097501621421,4.0,clase1
1,17.04694608971944,9.0,4.0,clase1
1,19.650372052350917,10.920297641880731,4.0,clase1
1,29.257658769922177,10.908297829995904,4.0,clase1
1,12.903597060130378,2.8096402939869622,4.0,clase1
1,24.651724745844305,1.6500821307544908,4.0,clase1
1,16.517197365375353,5.474552631869014,4.0,clase1
1,17.671009175216764,11.21291075913032,4.0,clase1
1,12.388165944999171,6.138816594499917,4.0,clase1
1,17.671196534992863,5.148220701823373,4.0,clase1
1,20.57154353823496,7.088424424930004,4.0,clase1
1,15.824435025965634,4.191221751298282,4.0,clase1
1,21.79347136637264,5.020652863362736,4.0,clase1
1,11.92060910515536,4.276182731546608,4.0,clase1
1,28.364041859038704,4.0,4.0,clase1
1,15.588199570932936,4.179409978546647,4.0,clase1
1,29.57170523656639,10.115633083973028,4.0,clase1
1,21.284108917048968,8.914767324885311,4.0,clase1
1,16.19807841276588,11.752472456534958,4.0,clase1
1,25.589918453950915,9.168548129700262,4.0,clase1
1,25.34689927694724,5.267257280581479,4.0,clase1
1,31.10770597023131,12.0,4.0,clase1
1,16.6609803059767,5.269570490760795,4.0,clase1
1,27.76236072651572,4.403584692712789,4.0,clase1
1,11.89552652042147,8.477632602107349,4.0,clase1
1,25.84988120143266,6.615011879856734,4.0,clase1
1,21.43191028820432,11.586843845966776,4.0,clase1
1,13.852651558610258,4.25933195987366,4.0,clase1
1,26.4947918948976,6.786458300728914,4.0,clase1
1,15.481173614198848,5.963102902636887,4.0,clase1
1,14.18884820444013,4.0,4.0,clase1
1,24.357314463325714,4.363937406508299,4.0,clase1
1,17.86248652875539,5.128412764884894,4.0,clase1
1,12.277668535501208,12.875049159024456,4.0,clase1
1,31.528524696511944,11.0,4.0,clase1
1,16.615945806046316,5.021081055644785,4.0,clase1
1,26.69555378346426,5.0,4.0,clase1
1,19.03201858270407,12.0,4.0,clase1
1,12.413317078263397,12.0,4.0,clase1
