caso_id,circunscripcion_id,circunscripcion_descripcion,unidad_id,unidad_descripcion,caso_fecha_inicio,caso_fecha_hecho,caso_hora_hecho,caso_cantidad_autores_identificados,caso_cantidad_autores_no_identificados,caso_cantidad_menores_involucrados_identificados,delito_codigo,delito_descripcion,delito_tentativa,delito_estadistico,fecha_envio
C-21031,C-4,Córdoba,C-169,Fiscalía Federal de Bell Ville,2018-01-05,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21032,C-4,Córdoba,C-164,Fiscalía Federal Nro. 2 de Córdoba,2018-01-05,2017-12-01,00:00:00.0000000,-1,,0,,,,Sin informar,2019-09-10
C-21033,C-3,Comodoro Rivadavia,C-201,Fiscalía Federal de Río Gallegos,2018-01-05,2017-12-25,23:35:00.0000000,3,,0,C-2131,"Comercio o tenencia con fines de comercialización, distribución, dación en pago, almacenamiento o transporte de plantas o semillas utilizables para producir estupefacientes",NO,Estupefacientes,2019-09-10
C-21034,C-99999,PGN,C-261,Procuraduría de Trata y Explotación de Personas - PROTEX,2018-01-05,2018-01-03,15:14:00.0000000,-1,,0,,,,Sin informar,2019-09-10
C-21035,C-3,Comodoro Rivadavia,C-201,Fiscalía Federal de Río Gallegos,2018-01-05,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21036,C-15,San Martín,C-229,Fiscalía Federal de Campana,2018-01-05,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-21038,C-14,Salta,C-198,Fiscalía Federal de San Ramón de la Nueva Orán,2018-01-05,2018-01-04,12:45:00.0000000,-1,,0,,,,Sin informar,2019-09-10
C-21039,C-12,Rosario,C-203,Fiscalía Federal Nro. 3 de Rosario,2018-01-05,2018-01-03,15:35:00.0000000,1,,0,C-1416,Tenencia de estupefacientes para consumo personal,NO,Estupefacientes,2019-09-10
C-21040,C-3,Comodoro Rivadavia,C-211,Fiscalía Federal de Ushuaia,2018-01-05,2018-01-02,11:40:00.0000000,0,,0,C-2128,"Siembra o cultivo plantas o guarda de semillas, precursores químicos o materias primas para producir o fabricar estupefacientes o o elementos para tales fines",NO,Estupefacientes,2019-09-10
C-21041,C-3,Comodoro Rivadavia,C-201,Fiscalía Federal de Río Gallegos,2018-01-05,2017-12-27,10:30:00.0000000,3,,0,C-2131,"Comercio o tenencia con fines de comercialización, distribución, dación en pago, almacenamiento o transporte de plantas o semillas utilizables para producir estupefacientes",NO,Estupefacientes,2019-09-10
C-21044,C-8,Mar del Plata,C-218,Fiscalía Federal de Dolores,2018-01-05,2018-01-04,14:09:00.0000000,-1,,0,,,,Sin informar,2019-09-10
C-21045,C-3,Comodoro Rivadavia,C-201,Fiscalía Federal de Río Gallegos,2018-01-05,2017-12-30,00:00:00.0000000,1,,0,C-2131,"Comercio o tenencia con fines de comercialización, distribución, dación en pago, almacenamiento o transporte de plantas o semillas utilizables para producir estupefacientes",NO,Estupefacientes,2019-09-10
C-21046,C-15,San Martín,C-227,Fiscalía Federal de Tres de Febrero,2018-01-05,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-21047,C-3,Comodoro Rivadavia,C-201,Fiscalía Federal de Río Gallegos,2018-01-05,2018-01-04,01:03:00.0000000,1,,0,C-2131,"Comercio o tenencia con fines de comercialización, distribución, dación en pago, almacenamiento o transporte de plantas o semillas utilizables para producir estupefacientes",NO,Estupefacientes,2019-09-10
C-21048,C-3,Comodoro Rivadavia,C-201,Fiscalía Federal de Río Gallegos,2018-01-05,2017-12-30,17:36:00.0000000,-1,,0,C-2084,Trata de personas,NO,Trata de persona,2019-09-10
C-21049,C-99999,PGN,C-261,Procuraduría de Trata y Explotación de Personas - PROTEX,2018-01-05,2017-12-10,00:00:00.0000000,0,,0,C-2088,Trata de personas agravada por la concurrencia de 3 o más víctimas,NO,Trata de persona,2019-09-10
C-21049,C-99999,PGN,C-261,Procuraduría de Trata y Explotación de Personas - PROTEX,2018-01-05,2017-12-10,00:00:00.0000000,0,,0,C-2093,Trata de personas agravada por víctima menor de 18 años,NO,Trata de persona,2019-09-10
C-21049,C-99999,PGN,C-261,Procuraduría de Trata y Explotación de Personas - PROTEX,2018-01-05,2017-12-10,00:00:00.0000000,0,,0,C-2084,Trata de personas,NO,Trata de persona,2019-09-10
C-21050,C-99999,PGN,C-259,Procuraduría de Criminalidad Económica y Lavado de Activos - PROCELAC,2018-01-05,2011-01-01,00:00:00.0000000,12,,0,C-2003,Lavado de activos,NO,Sin clasificar,2019-09-10
C-21051,C-3,Comodoro Rivadavia,C-211,Fiscalía Federal de Ushuaia,2018-01-05,2017-12-29,07:00:00.0000000,2,,0,C-321,Abuso de autoridad,NO,Abuso de autoridad,2019-09-10
C-21052,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-05,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21053,C-3,Comodoro Rivadavia,C-211,Fiscalía Federal de Ushuaia,2018-01-05,2018-01-05,12:44:00.0000000,1,,0,C-2130,"Comercio o tenencia con fines de comercialización, distribución, dación en pago, almacenamiento o transporte de estupefacientes, precursores químicos o materias primas",NO,Estupefacientes,2019-09-10
C-21054,C-6,General Roca,C-192,Fiscalía Federal de Viedma,2018-01-05,2017-12-30,00:00:00.0000000,1,,0,C-2092,Trata de personas agravada por la consumación de explotación de la víctima,NO,Trata de persona,2019-09-10
C-21055,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-05,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-21056,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-05,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-21057,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-05,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21058,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-05,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21059,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-05,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21060,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-05,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21061,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-05,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-21062,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-05,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-21063,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-05,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21064,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-05,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-21065,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-05,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-21066,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-05,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21067,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-05,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-21068,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-05,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21069,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-05,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-21070,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-05,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21071,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-05,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-21072,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-05,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21073,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-05,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-21074,C-11,Posadas,C-187,Fiscalía Federal de Oberá,2018-01-08,2016-05-23,00:00:00.0000000,1,,0,C-2041,Evasión,NO,Evasión,2019-09-10
C-21074,C-11,Posadas,C-187,Fiscalía Federal de Oberá,2018-01-08,2016-05-23,00:00:00.0000000,1,,0,C-2003,Lavado de activos,NO,Sin clasificar,2019-09-10
C-21075,C-12,Rosario,C-204,Fiscalía Federal Nro. 2 de Santa Fe,2018-01-08,2017-11-10,10:00:00.0000000,-1,,0,C-2131,"Comercio o tenencia con fines de comercialización, distribución, dación en pago, almacenamiento o transporte de plantas o semillas utilizables para producir estupefacientes",NO,Estupefacientes,2019-09-10
C-21076,C-12,Rosario,C-203,Fiscalía Federal Nro. 3 de Rosario,2018-01-08,2018-01-07,00:45:00.0000000,1,,0,C-2130,"Comercio o tenencia con fines de comercialización, distribución, dación en pago, almacenamiento o transporte de estupefacientes, precursores químicos o materias primas",NO,Estupefacientes,2019-09-10
C-21077,C-16,Tucumán,C-214,Fiscalía Federal Nro. 1 de Tucumán,2018-01-08,2018-01-02,00:00:00.0000000,1,,0,C-2130,"Comercio o tenencia con fines de comercialización, distribución, dación en pago, almacenamiento o transporte de estupefacientes, precursores químicos o materias primas",NO,Estupefacientes,2019-09-10
C-21078,C-99999,PGN,C-326,Unidad Fiscal para la Investigación de Delitos cometidos en el ámbito de actuación del Instituto Nacional de Servicios Sociales para Jubilados y Pensionados - UFIPAMI,2018-01-08,2017-12-27,08:00:00.0000000,-1,,0,C-1558,Abandono de personas,NO,Abandono de persona,2019-09-10
C-21079,C-11,Posadas,C-186,Fiscalía Federal en lo Criminal y Correccional Nro. 1 de Posadas,2018-01-08,2018-01-01,00:00:00.0000000,-1,,0,,,,Sin informar,2019-09-10
C-21080,C-12,Rosario,C-204,Fiscalía Federal Nro. 2 de Santa Fe,2018-01-08,2017-11-29,13:05:00.0000000,2,,1,,,,Sin informar,2019-09-10
C-21081,C-12,Rosario,C-206,Fiscalía Federal Nro. 1 de Santa Fe,2018-01-08,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-21082,C-15,San Martín,C-230,Fiscalía Federal Nro. 2 de Morón,2018-01-08,2018-01-05,00:00:00.0000000,0,,0,,,,Sin informar,2019-09-10
C-21083,C-12,Rosario,C-206,Fiscalía Federal Nro. 1 de Santa Fe,2018-01-08,2017-12-20,10:00:00.0000000,2,,0,C-2130,"Comercio o tenencia con fines de comercialización, distribución, dación en pago, almacenamiento o transporte de estupefacientes, precursores químicos o materias primas",NO,Estupefacientes,2019-09-10
C-21084,C-6,General Roca,C-192,Fiscalía Federal de Viedma,2018-01-08,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21085,C-12,Rosario,C-206,Fiscalía Federal Nro. 1 de Santa Fe,2018-01-08,2018-09-02,16:00:00.0000000,2,,0,C-2130,"Comercio o tenencia con fines de comercialización, distribución, dación en pago, almacenamiento o transporte de estupefacientes, precursores químicos o materias primas",NO,Estupefacientes,2019-09-10
C-21086,C-12,Rosario,C-204,Fiscalía Federal Nro. 2 de Santa Fe,2018-01-08,2017-10-18,11:00:00.0000000,-1,,0,,,,Sin informar,2019-09-10
C-21087,C-14,Salta,C-198,Fiscalía Federal de San Ramón de la Nueva Orán,2018-01-08,2017-12-04,21:00:00.0000000,1,,0,C-1873,Contrabando,NO,Contrabando,2019-09-10
C-21088,C-12,Rosario,C-206,Fiscalía Federal Nro. 1 de Santa Fe,2018-01-08,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-21089,C-6,General Roca,C-192,Fiscalía Federal de Viedma,2018-01-08,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21090,C-12,Rosario,C-206,Fiscalía Federal Nro. 1 de Santa Fe,2018-01-08,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21091,C-12,Rosario,C-206,Fiscalía Federal Nro. 1 de Santa Fe,2018-01-08,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21092,C-9,Mendoza,C-200,Fiscalía Federal de San Luis,2018-01-08,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21093,C-12,Rosario,C-206,Fiscalía Federal Nro. 1 de Santa Fe,2018-01-08,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21095,C-14,Salta,C-198,Fiscalía Federal de San Ramón de la Nueva Orán,2018-01-08,2018-01-02,21:50:00.0000000,0,,0,C-1873,Contrabando,NO,Contrabando,2019-09-10
C-21096,C-11,Posadas,C-12,Fiscalía Federal en lo Civil y Comercial Nro. 2 de Posadas,2018-01-08,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21097,C-11,Posadas,C-12,Fiscalía Federal en lo Civil y Comercial Nro. 2 de Posadas,2018-01-08,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21098,C-15,San Martín,C-348,Fiscalía Federal de Hurlingham,2018-01-08,2017-12-27,10:00:00.0000000,1,,0,C-1632,Sanción para representantes de personas jurídicas en delitos tributarios,NO,Sin clasificar,2019-09-10
C-21099,C-11,Posadas,C-12,Fiscalía Federal en lo Civil y Comercial Nro. 2 de Posadas,2018-01-08,2018-12-14,13:50:00.0000000,1,,0,C-1467,Tenencia simple de estupefacientes,NO,Estupefacientes,2019-09-10
C-21100,C-11,Posadas,C-12,Fiscalía Federal en lo Civil y Comercial Nro. 2 de Posadas,2018-01-08,2017-08-31,18:45:00.0000000,1,,0,C-1467,Tenencia simple de estupefacientes,NO,Estupefacientes,2019-09-10
C-21101,C-16,Tucumán,C-214,Fiscalía Federal Nro. 1 de Tucumán,2018-01-08,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21102,C-11,Posadas,C-186,Fiscalía Federal en lo Criminal y Correccional Nro. 1 de Posadas,2018-01-08,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21103,C-16,Tucumán,C-210,Fiscalía Federal Nro. 1 de Santiago del Estero,2018-01-08,2018-01-02,10:00:00.0000000,-1,,0,C-2084,Trata de personas,NO,Trata de persona,2019-09-10
C-21104,C-11,Posadas,C-12,Fiscalía Federal en lo Civil y Comercial Nro. 2 de Posadas,2018-01-08,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21105,C-6,General Roca,C-192,Fiscalía Federal de Viedma,2018-01-08,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21106,C-9,Mendoza,C-184,Fiscalía Federal Nro. 1 de Mendoza,2018-01-08,2017-12-29,00:00:00.0000000,1,,0,C-2130,"Comercio o tenencia con fines de comercialización, distribución, dación en pago, almacenamiento o transporte de estupefacientes, precursores químicos o materias primas",SI,Estupefacientes,2019-09-10
C-21107,C-11,Posadas,C-12,Fiscalía Federal en lo Civil y Comercial Nro. 2 de Posadas,2018-01-08,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21108,C-6,General Roca,C-189,Fiscalía Federal Nro. 2 de Neuquén,2018-01-08,2018-01-03,00:00:00.0000000,8,,0,C-2130,"Comercio o tenencia con fines de comercialización, distribución, dación en pago, almacenamiento o transporte de estupefacientes, precursores químicos o materias primas",NO,Estupefacientes,2019-09-10
C-21109,C-3,Comodoro Rivadavia,C-147,Fiscalía Federal de Rawson,2018-01-08,2018-01-05,18:33:00.0000000,1,,0,C-321,Abuso de autoridad,NO,Abuso de autoridad,2019-09-10
C-21110,C-6,General Roca,C-192,Fiscalía Federal de Viedma,2018-01-08,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21111,C-11,Posadas,C-12,Fiscalía Federal en lo Civil y Comercial Nro. 2 de Posadas,2018-01-08,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21112,C-12,Rosario,C-208,Fiscalía Federal de Rafaela,2018-01-08,2018-01-08,00:00:00.0000000,-1,,0,C-2130,"Comercio o tenencia con fines de comercialización, distribución, dación en pago, almacenamiento o transporte de estupefacientes, precursores químicos o materias primas",NO,Estupefacientes,2019-09-10
C-21113,C-11,Posadas,C-12,Fiscalía Federal en lo Civil y Comercial Nro. 2 de Posadas,2018-01-08,2017-12-01,21:00:00.0000000,2,,0,C-1278,Pena del encubrimiento de contrabando,SI,Contrabando,2019-09-10
C-21114,C-99999,PGN,C-261,Procuraduría de Trata y Explotación de Personas - PROTEX,2018-01-08,2018-01-06,17:40:00.0000000,-1,,0,C-2084,Trata de personas,SI,Trata de persona,2019-09-10
C-21115,C-11,Posadas,C-12,Fiscalía Federal en lo Civil y Comercial Nro. 2 de Posadas,2018-01-08,2017-04-25,07:20:00.0000000,1,,0,C-1416,Tenencia de estupefacientes para consumo personal,NO,Estupefacientes,2019-09-10
C-21116,C-15,San Martín,C-348,Fiscalía Federal de Hurlingham,2018-01-08,2017-12-27,10:00:00.0000000,3,,0,C-378,Falsificación de sellos oficiales,NO,Falsificación,2019-09-10
C-21117,C-99999,PGN,C-326,Unidad Fiscal para la Investigación de Delitos cometidos en el ámbito de actuación del Instituto Nacional de Servicios Sociales para Jubilados y Pensionados - UFIPAMI,2018-01-08,2017-08-18,09:00:00.0000000,-1,,0,C-850,Estafa o defraudación por administración infiel o fraudulenta,SI,Estafa y otras defraudaciones,2019-09-10
C-21118,C-3,Comodoro Rivadavia,C-201,Fiscalía Federal de Río Gallegos,2018-01-08,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21119,C-15,San Martín,C-230,Fiscalía Federal Nro. 2 de Morón,2018-01-08,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21120,C-6,General Roca,C-189,Fiscalía Federal Nro. 2 de Neuquén,2018-01-08,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21121,C-6,General Roca,C-192,Fiscalía Federal de Viedma,2018-01-08,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21122,C-4,Córdoba,C-164,Fiscalía Federal Nro. 2 de Córdoba,2018-01-08,2017-12-29,00:00:00.0000000,1,,0,C-1840,"Acopio de armas de fuego, piezas y municiones. Tenencia de instrumental para producir armas",NO,Sin clasificar,2019-09-10
C-21123,C-15,San Martín,C-230,Fiscalía Federal Nro. 2 de Morón,2018-01-08,2018-01-04,13:20:00.0000000,1,,0,C-907,Falsificación o adulteración de documentos: identidad personal o titularidad dominial o habilitación vehicular,NO,Falsificación,2019-09-10
C-21124,C-7,La Plata,C-236,Fiscalía Federal Nro. 1 de Lomas de Zamora,2018-01-08,2018-01-04,10:00:00.0000000,-1,,0,C-2130,"Comercio o tenencia con fines de comercialización, distribución, dación en pago, almacenamiento o transporte de estupefacientes, precursores químicos o materias primas",NO,Estupefacientes,2019-09-10
C-21125,C-7,La Plata,C-236,Fiscalía Federal Nro. 1 de Lomas de Zamora,2018-01-08,2018-01-05,10:00:00.0000000,-1,,0,C-2131,"Comercio o tenencia con fines de comercialización, distribución, dación en pago, almacenamiento o transporte de plantas o semillas utilizables para producir estupefacientes",NO,Estupefacientes,2019-09-10
C-21126,C-99999,PGN,C-262,Unidad Fiscal Especializada de Violencia contra las Mujeres - UFEM,2018-01-08,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21127,C-7,La Plata,C-236,Fiscalía Federal Nro. 1 de Lomas de Zamora,2018-01-08,2017-12-17,10:00:00.0000000,0,,0,C-891,Extorsión,NO,Sin clasificar,2019-09-10
C-21128,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-08,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-21129,C-15,San Martín,C-227,Fiscalía Federal de Tres de Febrero,2018-01-08,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-21130,C-15,San Martín,C-225,Fiscalía Federal Nro. 1 de San Isidro,2018-01-08,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21131,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-08,2017-12-23,10:20:00.0000000,2,,0,,,,Sin informar,2019-09-10
C-21132,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-08,2017-12-23,08:45:00.0000000,1,,0,C-1410,Agravante de delitos de estupefacientes por ser cometidos en inmediaciones de establecimientos especiales,SI,Estupefacientes,2019-09-10
C-21133,C-7,La Plata,C-236,Fiscalía Federal Nro. 1 de Lomas de Zamora,2018-01-08,2018-01-08,10:00:00.0000000,-1,,0,C-321,Abuso de autoridad,NO,Abuso de autoridad,2019-09-10
C-21134,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-08,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-21135,C-8,Mar del Plata,C-216,Fiscalía Federal Nro. 1 de Mar del Plata,2018-01-08,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21136,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-08,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-21137,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-08,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-21138,C-99999,PGN,C-261,Procuraduría de Trata y Explotación de Personas - PROTEX,2018-01-08,2018-01-08,02:30:00.0000000,1,,0,C-2084,Trata de personas,NO,Trata de persona,2019-09-10
C-21139,C-99999,PGN,C-261,Procuraduría de Trata y Explotación de Personas - PROTEX,2018-01-08,2018-01-08,10:00:00.0000000,0,,0,,,,Sin informar,2019-09-10
C-21140,C-99999,PGN,C-261,Procuraduría de Trata y Explotación de Personas - PROTEX,2018-01-08,2018-01-05,00:00:00.0000000,1,,0,C-2084,Trata de personas,NO,Trata de persona,2019-09-10
C-21141,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-08,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-21142,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-08,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21143,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-08,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21144,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-08,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21145,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-08,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21146,C-11,Posadas,C-187,Fiscalía Federal de Oberá,2018-01-08,2018-01-02,23:30:00.0000000,0,,0,C-1467,Tenencia simple de estupefacientes,NO,Estupefacientes,2019-09-10
C-21147,C-11,Posadas,C-187,Fiscalía Federal de Oberá,2018-01-08,2018-01-06,03:40:00.0000000,0,,0,C-2130,"Comercio o tenencia con fines de comercialización, distribución, dación en pago, almacenamiento o transporte de estupefacientes, precursores químicos o materias primas",NO,Estupefacientes,2019-09-10
C-21148,C-16,Tucumán,C-210,Fiscalía Federal Nro. 1 de Santiago del Estero,2018-01-09,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21149,C-7,La Plata,C-236,Fiscalía Federal Nro. 1 de Lomas de Zamora,2018-01-09,2018-01-04,10:00:00.0000000,-1,,0,C-35,Lesiones leves,NO,Lesiones dolosas,2019-09-10
C-21150,C-7,La Plata,C-236,Fiscalía Federal Nro. 1 de Lomas de Zamora,2018-01-09,2018-01-08,10:00:00.0000000,-1,,0,C-1607,"Falsificación, alteración, supresión de numeración de objetos registrados",NO,Falsificación,2019-09-10
C-21151,C-16,Tucumán,C-144,Fiscalía Federal de Catamarca,2018-01-09,2017-11-28,00:00:00.0000000,0,,0,C-151,Hurto simple,NO,Hurto,2019-09-10
C-21152,C-7,La Plata,C-236,Fiscalía Federal Nro. 1 de Lomas de Zamora,2018-01-09,2018-01-05,20:00:00.0000000,-1,,0,C-1536,"Omisión, rechazo o retardo de actos de oficio",NO,Sin clasificar,2019-09-10
C-21153,C-16,Tucumán,C-144,Fiscalía Federal de Catamarca,2018-01-09,2018-01-03,20:20:00.0000000,1,,0,C-1416,Tenencia de estupefacientes para consumo personal,NO,Estupefacientes,2019-09-10
C-21154,C-7,La Plata,C-236,Fiscalía Federal Nro. 1 de Lomas de Zamora,2018-01-09,2018-01-03,10:00:00.0000000,-1,,0,C-1536,"Omisión, rechazo o retardo de actos de oficio",NO,Sin clasificar,2019-09-10
C-21155,C-7,La Plata,C-236,Fiscalía Federal Nro. 1 de Lomas de Zamora,2018-01-09,2018-01-03,10:00:00.0000000,-1,,0,C-1536,"Omisión, rechazo o retardo de actos de oficio",NO,Sin clasificar,2019-09-10
C-21156,C-7,La Plata,C-236,Fiscalía Federal Nro. 1 de Lomas de Zamora,2018-01-09,2018-01-02,10:00:00.0000000,-1,,0,C-1536,"Omisión, rechazo o retardo de actos de oficio",NO,Sin clasificar,2019-09-10
C-21157,C-7,La Plata,C-236,Fiscalía Federal Nro. 1 de Lomas de Zamora,2018-01-09,2018-01-02,23:00:00.0000000,-1,,0,C-1536,"Omisión, rechazo o retardo de actos de oficio",NO,Sin clasificar,2019-09-10
C-21158,C-15,San Martín,C-226,Fiscalía Federal en lo Criminal y Correccional Nro. 2 de San Martín,2018-01-09,2016-04-02,10:00:00.0000000,1,,0,,,,Sin informar,2019-09-10
C-21159,C-12,Rosario,C-203,Fiscalía Federal Nro. 3 de Rosario,2018-01-09,2018-01-08,13:30:00.0000000,1,,0,C-2130,"Comercio o tenencia con fines de comercialización, distribución, dación en pago, almacenamiento o transporte de estupefacientes, precursores químicos o materias primas",NO,Estupefacientes,2019-09-10
C-21160,C-7,La Plata,C-236,Fiscalía Federal Nro. 1 de Lomas de Zamora,2018-01-09,2018-01-02,10:00:00.0000000,-1,,0,C-151,Hurto simple,NO,Hurto,2019-09-10
C-21161,C-7,La Plata,C-236,Fiscalía Federal Nro. 1 de Lomas de Zamora,2018-01-09,2018-01-02,10:00:00.0000000,-1,,0,C-1467,Tenencia simple de estupefacientes,NO,Estupefacientes,2019-09-10
C-21162,C-7,La Plata,C-236,Fiscalía Federal Nro. 1 de Lomas de Zamora,2018-01-09,2018-01-05,10:00:00.0000000,-1,,0,C-151,Hurto simple,NO,Hurto,2019-09-10
C-21163,C-7,La Plata,C-236,Fiscalía Federal Nro. 1 de Lomas de Zamora,2018-01-09,2018-01-02,10:00:00.0000000,-1,,0,C-1536,"Omisión, rechazo o retardo de actos de oficio",NO,Sin clasificar,2019-09-10
C-21164,C-7,La Plata,C-236,Fiscalía Federal Nro. 1 de Lomas de Zamora,2018-01-09,2018-01-04,10:00:00.0000000,-1,,0,C-1536,"Omisión, rechazo o retardo de actos de oficio",NO,Sin clasificar,2019-09-10
C-21165,C-99999,PGN,C-261,Procuraduría de Trata y Explotación de Personas - PROTEX,2018-01-09,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21166,C-13,Resistencia,C-145,Fiscalía Federal de Roque Sáenz Peña,2018-01-09,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21167,C-99999,PGN,C-261,Procuraduría de Trata y Explotación de Personas - PROTEX,2018-01-09,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21168,C-99999,PGN,C-257,Procuraduría de Narcocriminalidad - PROCUNAR,2018-01-09,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
